comment-en,comment-mg,sentiment
"Fast, fleet –footed and funny as hell the film runs on all cylinders damn the hard-to-follow loony plottings; who cares - check it out just for the hell of it!","Haingana, fleet –footed ary mahatsikaiky toy ny helo ny sarimihetsika mandeha amin'ny cylinders rehetra manozona ny sarotra harahina teti-dratsy; iza no miahy - jereo fotsiny ny helo!",1
Cons: Nothing negative about it.,Cons: Tsy misy ratsy momba izany.,1
"Even a little child will take beautiful pictures with this camera if he/she is able to set it to AUTO. But like all electronic equipment, (LCD, HDTV, TV monitors, and digcams), you have to adjust the controls (PICT.ADJ) to get the best picture, or a picture set to your personal preference; you know-contrast, brightness, sharpness, etc... well, the FZ30 has controls that when adjusted properly, practically eliminates the so called 'noise' problem.","Na ny ankizy kely aza dia haka sary tsara tarehy miaraka amin'ity fakantsary ity raha afaka mametraka izany ho AUTO izy. Fa toy ny fitaovana elektronika rehetra, (LCD, HDTV, TV monitors, ary digcams), dia tsy maintsy manitsy ny fanaraha-maso (PICT.ADJ) ianao mba hahazoana ny sary tsara indrindra, na sary apetraka amin'ny safidinao manokana; fantatrao - contrast, famirapiratana, maranitra, sns... tsara, ny FZ30 dia manana fifehezana fa rehefa amboarina tsara dia manala ny olana antsoina hoe 'noise'.",1
What a waste of celluloid but wait!!,Tena fandaniam-poana ny celluloid fa andraso e!!,0
So sad......,Mampalahelo be......,0
I love their cd and I love them.,Tiako ny cd-ny ary tiako izy ireo.,1
My pictures did NOT live up to ANY of my expectations.,TSY tonga amin'izay nantenaiko ny sariko.,0
"I'm no prude but I think Roth skimped out on the Gran Guignol this could've been and without sounding sadomasochistic I like my gore to be buckets of, not a sponge job.","Tsy hendry aho fa heveriko fa nandao ny Gran Guignol i Roth fa mety ho izany ary raha tsy misy sadomasochistic dia tiako ho siny ny goreko, fa tsy asa sponjy.",0
"Obviously, the script was bought and the writer was not brought aboard to work on it as the film went on.",Mazava ho azy fa novidina ny script ary tsy nampidirina an-tsambo ny mpanoratra mba hiasa amin'izany rehefa nandeha ny sarimihetsika.,0
If you want to stab someone the knife stays in your hand so you have to pull out your gun again.,Raha te hanindrona olona ianao dia mijanona eny an-tananao ny antsy ka tsy maintsy mamoaka ny basy indray ianao.,0
3. The auto-focus is next-to-perfect.,3. Ny auto-focus dia manaraka ny tonga lafatra.,1
"The book is short in duration, easy to read, direct in nature, often with an aggitated voice and written as if a sermon or speech.","Ny boky dia fohy ny faharetany, mora vakina, mivantana amin'ny natiora, matetika miaraka amin'ny feo mihetsiketsika ary nosoratana toy ny toriteny na lahateny.",1
"THE TV SET (2007) *** David Duchovny, Sigourney Weaver, Ioan Gruffudd, Judy Greer, Fran Kranz, Lindsay Sloane, Justine Bateman, Lucy Davis, Willie Garson, MC Gainey, Philip Baker Hall, Andrea Martin. Tart Satire of TV; Duchovny Gives Great Deadpan Jake Kasdan's latest satire, ""THE TV SET"", is a pitch perfect , dead-on depiction of the myopic vision of American television which has become a vast wasteland of so-called 'reality' shows and mean-spirited game shows when in essence, the true pillars of its foundation, the scripted format is on the wane.","THE TV SET (2007) *** David Duchovny, Sigourney Weaver, Ioan Gruffudd, Judy Greer, Fran Kranz, Lindsay Sloane, Justine Bateman, Lucy Davis, Willie Garson, MC Gainey, Philip Baker Hall, Andrea Martin. Tart Satire amin'ny TV; Duchovny Manome ny esoeso farany nataon'i Jake Kasdan lehibe Deadpan, ""THE TV SET"", dia sary tonga lafatra, maty tsy tra-drano momba ny fahitan'ny fahitalavitra amerikana izay lasa tany lao midadasika amin'ny fandaharana antsoina hoe 'zava-misy' sy fampisehoana lalao mieboebo, raha ny tena izy, ny andry marina amin'ny fototra, ny endrika scripted dia eo amin'ny fototra.",1
Also NOTE: Software that comes with camera includes BACKWEB - if you are unfamiliar with backweb - it is SPYWARE.,FANAMARIHANA ihany koa: Ny rindrambaiko miaraka amin'ny fakan-tsary dia misy BACKWEB - raha tsy mahazatra anao ny backweb - SPYWARE izany.,0
In short this book will do more harm than good.,Raha fintinina dia hitondra ratsy kokoa noho ny tsara ity boky ity.,0
"Kathy doesn't need to be a ""pro"" to teach these basic moves-but these are basic moves that in my area are taught in the first 10 weeks of beginning class.","Tsy mila ""pro"" i Kathy mba hampianarana ireo fihetsika fototra ireo-fa ireo dia fihetsika fototra izay ampianarina ao amin'ny faritra misy ahy ao anatin'ny 10 herinandro voalohany amin'ny fanombohana kilasy.",0
"We have all read books, watched plays or movies of handicapped children who undertake huge tasks and complete them.","Isika rehetra dia namaky boky, nijery tantara an-tsehatra na sarimihetsika momba ny ankizy sembana izay manao asa goavana sy mamita izany.",0
"It's a classic Edith Piaf song, but this interpretation marries all of Karin Clercq's best qualities in one track: a beautifully alto voice, incredibly clear diction, and a gorgeous Belgian accent.","Hira mahazatra an'i Edith Piaf izy io, saingy ity fandikana ity dia manambady ireo toetra tsara indrindra ananan'i Karin Clercq amin'ny lalana iray: feo alto tsara tarehy, diction mazava tsara, ary lantom-peo Belzika mahafinaritra.",1
Any race can truly beat any race.,Ny hazakazaka rehetra dia afaka mandresy ny hazakazaka rehetra.,1
"If you liked Diablo and Titan Quest, I have no doubt you'll like this game.",Raha tia Diablo sy Titan Quest ianao dia tsy isalasalana fa ho tianao ity lalao ity.,1
"First the good news...the camera takes nice, sharp pictures when zoom is not used and there is good lighting; it is compact and lightweight; and it is the most inexpensive camera I've seen with both digital and optical zoom and 4 megapixels.",Voalohany ny vaovao tsara...maka sary tsara sy maranitra ny fakan-tsary rehefa tsy ampiasaina ny zoom ary misy jiro tsara; matevina sy maivana izy io; ary io no fakan-tsary mora indrindra hitako tamin'ny zoom nomerika sy optika ary 4 megapixels.,1
This is a really cool story.,Tena tantara mahafinaritra ity.,1
Spoiler Alert One would think a movie featuring Robert Deniro and Edward Norton would be good.,Spoiler Alert One dia mihevitra fa tsara ny sarimihetsika ahitana an'i Robert Deniro sy Edward Norton.,0
The coloring of the elements are also beautiful.,Ny fandokoana ireo singa dia tsara tarehy ihany koa.,1
I believe that it would have been a lot better in black and white like the original.,Mino aho fa ho tsara kokoa amin'ny mainty sy fotsy tahaka ny tany am-boalohany.,0
"It's a diverse album, moody, brilliant and completely satisfying.","Raki-kira isan-karazany izy io, mafana fo, mamirapiratra ary mahafa-po tanteraka.",1
4.One on One - 4/5stars I like the beats and the chorus 5. Phatt A55 - 5/5stars haha fun song to sing along to.,4.One on One - 4/5stars Tiako ny beats sy ny chorus 5. Phatt A55 - 5/5stars haha ​​hira mahafinaritra hiaraha-mihira.,1
And it's a good game to play on a lazy day.The biggest reason I love this game is the fact that the stylus control just works so well.,Ary lalao tsara ny milalao amin'ny andro kamo. Ny antony lehibe indrindra tiako ity lalao ity dia ny hoe miasa tsara ny fanaraha-maso ny stylus.,1
And to hint that scientists are keeping (or would keep) supernatural explanations secret completely misreads what science is all about.,Ary ny filazana fa ny mpahay siansa dia mitazona (na mitahiry) ny fanazavana mihoatra ny natoraly ho tsiambaratelo dia diso mamaky tanteraka ny atao hoe siansa.,0
Wil Smith's son just gets a C+ and only because he finally delivered on the closing scenes.,Ny zanak'i Wil Smith dia nahazo C + fotsiny ary satria izy ihany no nanatitra tamin'ny sehatra famaranana.,0
He also has some differentt takes on the Genesis classic Watcher of the Skies and he covers Amborsia which he was once a member.,Manana endrika hafa ihany koa izy momba ny Watcher of the Skies mahazatra Genesisy ary mitantara an'i Amborsia izay efa mpikambana talohany.,1
Brain matter on spears?,Ny ati-doha amin'ny lefona?,0
i would give this album 9/10,omeko 9/10 ity album ity,1
"You will have all your time to enjoy it, as there is usually one different music for each different stage in the game.","Hanana ny fotoananao rehetra hankafy izany ianao, satria matetika dia misy mozika iray samihafa isaky ny dingana samihafa amin'ny lalao.",1
Strengths:Good concept for a very excellent PDA. Had excellent display resolution and color.,Hery: Hevitra tsara ho an'ny PDA tena tsara. Nanana famaha sy loko tsara tarehy.,1
My favorite lines: James as Leon to Ford's Deckard in a compromising position: 'Wake up.,Ny andalana tiako indrindra: James ho Leon amin'ny Ford's Deckard amin'ny toerana mampandefitra: 'Mifohaza.,1
Sometimes there are cheap deaths.,Indraindray misy fahafatesana mora vidy.,0
Anata is one of those rare bands that hasn't yet written a bad song.,Anisan’ireo tarika tsy fahita firy izay mbola tsy nanoratra hira ratsy i Anata.,1
There's no treble control on the unit.,Tsy misy fanaraha-maso treble amin'ny vondrona.,0
"This movie was the worst movie I have ever seen, and anyone that has read the books will agree with me!","Ity sarimihetsika ity no sarimihetsika ratsy indrindra hitako hatramin'izay, ary na iza na iza namaky ny boky dia hanaiky ahy!",0
It surprises me how this game is underrated!,Mahagaga ahy ny fanambaniana ity lalao ity!,1
Moby's ill advised exploration of disco gets even worse here.,Vao mainka niharatsy ny fitsidihan'i Moby ny disco.,0
What a disappointment!!,Tena fahadisoam-panantenana!!,0
These chants are accompanied by modern but appropriate guitar music and enable the listener/participator to enter more sensually into the original language.,Ireo hira ireo dia miaraka amin'ny mozika gitara maoderina nefa mety ary ahafahan'ny mpihaino / mpandray anjara hiditra amin'ny fitenim-paritra kokoa amin'ny fiteny tany am-boalohany.,1
"10/10 Controls: You'll find yourself mostly using the stylus for this game, by throwing things, rubbing your stylus on your dog's head to pet them, and showing them how to do tricks.","Fanaraha-maso 10/10: Ho hitanao fa mampiasa ny stylus amin'ity lalao ity ianao, amin'ny fanipazana zavatra, fanosehana ny stylus amin'ny lohan'ny alikanao mba hikolokolo azy, ary asehoy azy ny fomba fanaovana hafetsena.",1
"The antenna feels well-made and solid, the cables appear to be of a good quality.","Ny antenne dia mahatsapa tsara sy matanjaka, ny tariby dia toa manana kalitao tsara.",1
"The pictures had no color, were not sharp, and terrible DOF. I probably could have been able to eventually use it to its fullest potential but I want good photos now.","Tsy nisy loko ny sary, tsy maranitra ary DOF mahatsiravina. Mety ho afaka nampiasa azy io aho tamin'ny farany, saingy mila sary tsara aho izao.",0
"Admittedly, I'm sure we didn't NEED the settings, but if anything, making Rhapsody HARDER or adding an experience booster would've better than eliminating the settings all together.","Ekena fa azoko antoka fa tsy mila ny fanovana izahay, fa raha misy, ny fanaovana Rhapsody HARDER na ny fampidirana booster traikefa dia ho tsara kokoa noho ny fanafoanana ny fanovana rehetra.",0
"I mean no superstar moves, no dunk contest, where's franchise mode???","Ny tiako holazaina dia tsy misy hetsika superstar, tsy misy fifaninanana dunk, aiza ny mode franchise???",0
"Things get worse: Love Will Tear Us Apart is presented here without the intro on the original album, again it simply ""starts"".","Miharatsy ny toe-javatra: Ny fitiavana dia hamiravira antsika no aseho eto raha tsy misy intro ao amin'ny rakikira voalohany, ""manomboka"" fotsiny.",0
The lyrics are fun 6.Best Inspiration - 5/5 stars.,Mahafinaritra ny tononkira 6. Aingam-panahy tsara indrindra - kintana 5/5.,1
"Don't buy it, its a waste of money.",Aza mividy izany fa mandany vola.,0
Weird. Buy or Rent-Buy. You'll want to keep this one for ages!,Hafahafa. Mividiana na manofa-mividy. Te hitazona an'ity mandritra ny taona maro ianao!,1
It was also a commercial failure so it will remain a mystery to me how many people enjoy it.,Fahombiazana ara-barotra ihany koa izany ka mbola ho mistery amiko ny habetsahan'ny olona mankafy azy.,0
They all just staggered back when they died and always seemed to come out of nowhere!,Nihemotra fotsiny izy rehetra rehefa maty ary toa nivoaka avy hatrany!,0
"If you can surmount that disappointment, it should be noted that the studio clips are mostly of extremely poor quality (as if photographed from a tv screen).","Raha afaka mandresy an'io fahadisoam-panantenana io ianao, dia tokony ho marihina fa ny horonan-tsarimihetsika studio dia tena ratsy kalitao (toy ny sary avy amin'ny fahitalavitra).",0
"""Almost, but not quite"" The game has a feel to it like CoV (the quest/mission instance's)but with out the quickness and fun.","""Saika, fa tsy tena"" Ny lalao dia manana fahatsapana ho an'ny CoV (ny fikatsahana / asa fitoriana) saingy tsy misy ny haingana sy ny fahafinaretana.",0
He couldn't understand why there were no more levels to play.,Tsy azony mihitsy hoe nahoana no tsy nisy ambaratonga hafa nilalao.,0
or will they ever ?? I really don't know what to say...,sa mbola hisy foana?? Tena tsy hitako izay holazaina...,0
Flaws such as the abysmal combat system.,Ny lesoka toy ny rafitra ady abysmal.,0
